tmc_code,measurement_tstamp,speed,historical_average_speed,reference_speed,travel_time_minutes,data_density,speed_norm
116N04720,2/24/2019 18:00,53.58,66,68,0.58,B,12.42
116N04720,2/24/2019 19:00,58.23,66,68,0.53,A,7.77
116N04720,2/24/2019 20:00,52.52,65,68,0.59,B,12.48
116N04720,2/24/2019 21:00,50.66,61,68,0.61,B,10.34
116N04720,2/24/2019 22:00,45.73,62,68,0.68,B,16.27
116N04720,2/24/2019 23:00,55.24,57,68,0.56,A,1.76
116N04725,2/24/2019 0:00,53.7,55,69,0.51,A,1.3
116N04725,2/24/2019 1:00,57.49,54,69,0.47,A,-3.49
116N04725,2/24/2019 2:00,53.84,49,69,0.5,A,-4.84
116N04725,2/24/2019 3:00,54.94,61,69,0.49,A,6.06
116N04725,2/24/2019 4:00,48.99,56,69,0.56,A,7.01
116N04725,2/24/2019 5:00,56.25,59,69,0.48,B,2.75
116N04725,2/24/2019 6:00,61.48,62,69,0.44,C,0.52
116N04725,2/24/2019 7:00,67,65,69,0.41,C,-2.0
116N04725,2/24/2019 8:00,61.65,65,69,0.44,C,3.35
116N04725,2/24/2019 9:00,59.5,67,69,0.46,C,7.5
116N04725,2/24/2019 10:00,60.82,66,69,0.45,C,5.18
116N04725,2/24/2019 11:00,64.63,67,69,0.42,B,2.37
116N04725,2/24/2019 12:00,63.64,66,69,0.43,C,2.36
116N04725,2/24/2019 13:00,59.95,67,69,0.45,B,7.05
116N04725,2/24/2019 14:00,60.71,67,69,0.45,C,6.29
116N04725,2/24/2019 15:00,62.6,67,69,0.43,B,4.4
116N04725,2/24/2019 16:00,63.6,69,69,0.43,B,5.4
116N04725,2/24/2019 17:00,58.34,69,69,0.47,B,10.66
116N04725,2/24/2019 18:00,59.94,66,69,0.45,B,6.06
116N04725,2/24/2019 19:00,60.63,67,69,0.45,B,6.37
116N04725,2/24/2019 20:00,51.15,65,69,0.53,B,13.85
116N04725,2/24/2019 21:00,61.1,65,69,0.44,A,3.9
116N04725,2/24/2019 22:00,51.83,63,69,0.52,C,11.17
116N04725,2/24/2019 23:00,47.07,63,69,0.58,A,15.93
116N04726,2/24/2019 0:00,41,48,67,0.05,A,7.0
116N04726,2/24/2019 1:00,47.9,49,67,0.04,A,1.1
116N04726,2/24/2019 2:00,37.89,46,67,0.05,A,8.11
116N04726,2/24/2019 3:00,40,49,67,0.05,A,9.0
116N04726,2/24/2019 4:00,35.64,48,67,0.05,A,12.36
116N04726,2/24/2019 5:00,40.69,52,67,0.05,B,11.31
116N04726,2/24/2019 6:00,49.66,52,67,0.04,C,2.34
116N04726,2/24/2019 7:00,48.73,54,67,0.04,C,5.27
116N04726,2/24/2019 8:00,43.3,54,67,0.04,C,10.7
116N04726,2/24/2019 9:00,45.4,56,67,0.04,C,10.6
116N04726,2/24/2019 10:00,48.41,54,67,0.04,C,5.59
116N04726,2/24/2019 11:00,51.84,54,67,0.04,C,2.16
116N04726,2/24/2019 12:00,50.92,55,67,0.04,C,4.08
116N04726,2/24/2019 13:00,48.99,55,67,0.04,C,6.01
116N04726,2/24/2019 14:00,47.87,56,67,0.04,C,8.13
116N04726,2/24/2019 15:00,49.53,57,67,0.04,C,7.47
116N04726,2/24/2019 16:00,53.27,58,67,0.04,B,4.73
116N04726,2/24/2019 17:00,47.32,59,67,0.04,C,11.68
116N04726,2/24/2019 18:00,49.65,57,67,0.04,B,7.35
116N04726,2/24/2019 19:00,45.77,59,67,0.04,C,13.23
116N04726,2/24/2019 20:00,41.08,60,67,0.05,B,18.92
116N04726,2/24/2019 21:00,48.1,58,67,0.04,B,9.9
116N04726,2/24/2019 22:00,42.85,56,67,0.05,B,13.15
116N04726,2/24/2019 23:00,44.57,55,67,0.04,A,10.43
116N04723,2/24/2019 0:00,47.24,58,71,0.45,A,10.76
116N04723,2/24/2019 1:00,51.69,57,71,0.41,A,5.31
116N04723,2/24/2019 2:00,50.72,56,71,0.42,A,5.28
116N04723,2/24/2019 3:00,47.86,61,71,0.45,B,13.14
116N04723,2/24/2019 4:00,44.57,59,71,0.48,A,14.43
116N04723,2/24/2019 5:00,53.45,63,71,0.4,B,9.55
116N04723,2/24/2019 6:00,54.79,66,71,0.39,B,11.21
116N04723,2/24/2019 7:00,58.81,64,71,0.36,C,5.19
116N04723,2/24/2019 8:00,57.75,63,71,0.37,C,5.25
116N04723,2/24/2019 9:00,60.8,65,71,0.35,C,4.2
116N04723,2/24/2019 10:00,64.47,68,71,0.33,C,3.53
116N04723,2/24/2019 11:00,65.09,69,71,0.33,C,3.91
116N04723,2/24/2019 12:00,66.17,69,71,0.32,C,2.83
116N04723,2/24/2019 13:00,64.22,70,71,0.33,C,5.78
116N04723,2/24/2019 14:00,65.52,70,71,0.33,C,4.48
116N04723,2/24/2019 15:00,64.78,70,71,0.33,C,5.22
116N04723,2/24/2019 16:00,67.36,71,71,0.32,B,3.64
116N04723,2/24/2019 17:00,50.76,71,71,0.42,B,20.24
116N04723,2/24/2019 18:00,64.84,69,71,0.33,B,4.16
116N04723,2/24/2019 19:00,63.27,70,71,0.34,A,6.73
116N04723,2/24/2019 20:00,61.94,68,71,0.34,C,6.06
116N04723,2/24/2019 21:00,58.41,68,71,0.37,A,9.59
116N04723,2/24/2019 22:00,56.6,66,71,0.38,B,9.4
116N04723,2/24/2019 23:00,47.07,64,71,0.45,A,16.93
116N04724,2/24/2019 0:00,53.12,59,71,0.5,A,5.88
116N04724,2/24/2019 1:00,57.53,57,71,0.46,A,-0.53
116N04724,2/24/2019 2:00,58.4,52,71,0.46,A,-6.4
116N04724,2/24/2019 3:00,57.02,63,71,0.47,A,5.98
116N04724,2/24/2019 4:00,59.95,60,71,0.44,A,0.05
116N04724,2/24/2019 5:00,60.72,63,71,0.44,B,2.28
116N04724,2/24/2019 6:00,61.42,65,71,0.43,C,3.58
116N04724,2/24/2019 7:00,69.06,66,71,0.39,C,-3.06
116N04724,2/24/2019 8:00,61.69,67,71,0.43,C,5.31
116N04724,2/24/2019 9:00,64.4,68,71,0.41,C,3.6
116N04724,2/24/2019 10:00,60.12,70,71,0.44,C,9.88
116N04724,2/24/2019 11:00,65.95,71,71,0.4,C,5.05
116N04724,2/24/2019 12:00,67.02,70,71,0.4,C,2.98
116N04724,2/24/2019 13:00,66.83,70,71,0.4,B,3.17
116N04724,2/24/2019 14:00,68.31,71,71,0.39,C,2.69
116N04724,2/24/2019 15:00,68.24,71,71,0.39,B,2.76
116N04724,2/24/2019 16:00,62.47,72,71,0.43,B,9.53
116N04724,2/24/2019 17:00,65.79,72,71,0.4,B,6.21
116N04724,2/24/2019 18:00,63.12,71,71,0.42,B,7.88
116N04724,2/24/2019 19:00,65.83,71,71,0.4,B,5.17
116N04724,2/24/2019 20:00,61.56,70,71,0.43,C,8.44
116N04724,2/24/2019 21:00,59.16,69,71,0.45,A,9.84
116N04724,2/24/2019 22:00,58.18,67,71,0.46,B,8.82
116N04724,2/24/2019 23:00,59.6,66,71,0.45,A,6.4
116-04739,2/24/2019 0:00,46.43,49,55,2.04,B,2.57
116-04739,2/24/2019 1:00,54.75,49,55,1.73,B,-5.75
116-04739,2/24/2019 2:00,48.48,45,55,1.95,B,-3.48
116-04739,2/24/2019 3:00,52.28,47,55,1.81,A,-5.28
116-04739,2/24/2019 4:00,51.29,49,55,1.85,B,-2.29
116-04739,2/24/2019 5:00,52.71,51,55,1.8,B,-1.71
116-04739,2/24/2019 6:00,52.69,53,55,1.8,C,0.31
116-04739,2/24/2019 7:00,26.11,54,55,3.63,C,27.89
116-04739,2/24/2019 8:00,31.32,55,55,3.02,C,23.68
116-04739,2/24/2019 9:00,56.78,53,55,1.67,C,-3.78
116-04739,2/24/2019 10:00,58.37,51,55,1.62,C,-7.37
116-04739,2/24/2019 11:00,58.25,51,55,1.63,C,-7.25
116-04739,2/24/2019 12:00,56.54,51,55,1.67,C,-5.54
116-04739,2/24/2019 13:00,56.02,52,55,1.69,C,-4.02
116-04739,2/24/2019 14:00,59.01,52,55,1.6,C,-7.01
116-04739,2/24/2019 15:00,57.59,53,55,1.64,C,-4.59
116-04739,2/24/2019 16:00,54.78,53,55,1.73,B,-1.78
116-04739,2/24/2019 17:00,58.72,54,55,1.61,C,-4.72
116-04739,2/24/2019 18:00,53.59,54,55,1.77,C,0.41
116-04739,2/24/2019 19:00,50.38,53,55,1.88,C,2.62
116-04739,2/24/2019 20:00,45.45,51,55,2.08,B,5.55
116-04739,2/24/2019 21:00,52.72,52,55,1.8,B,-0.72
116-04739,2/24/2019 22:00,52.47,51,55,1.8,B,-1.47
116-04739,2/24/2019 23:00,54.1,49,55,1.75,B,-5.1
116-04737,2/24/2019 0:00,58.5,56,63,0.31,A,-2.5
116-04737,2/24/2019 1:00,52.6,58,63,0.35,A,5.4
116-04737,2/24/2019 2:00,55.16,52,63,0.33,B,-3.16
116-04737,2/24/2019 3:00,56.38,56,63,0.32,A,-0.38
116-04737,2/24/2019 4:00,57.61,57,63,0.32,B,-0.61
116-04737,2/24/2019 5:00,59.9,59,63,0.31,B,-0.9
116-04737,2/24/2019 6:00,54.59,62,63,0.33,C,7.41
116-04737,2/24/2019 7:00,28.39,62,63,0.64,C,33.61
116-04737,2/24/2019 8:00,33.68,63,63,0.54,C,29.32
116-04737,2/24/2019 9:00,59.86,63,63,0.31,C,3.14
116-04737,2/24/2019 10:00,63.1,62,63,0.29,C,-1.1
116-04737,2/24/2019 11:00,59.28,62,63,0.31,C,2.72
116-04737,2/24/2019 12:00,61.84,61,63,0.3,C,-0.84
116-04737,2/24/2019 13:00,62.82,62,63,0.29,C,-0.82
116-04737,2/24/2019 14:00,63.9,62,63,0.29,C,-1.9
116-04737,2/24/2019 15:00,64.15,63,63,0.29,C,-1.15
116-04737,2/24/2019 16:00,56.99,63,63,0.32,B,6.01
116-04737,2/24/2019 17:00,61.87,63,63,0.3,C,1.13
116-04737,2/24/2019 18:00,58.55,63,63,0.31,C,4.45
116-04737,2/24/2019 19:00,57.52,63,63,0.32,C,5.48
116-04737,2/24/2019 20:00,54.36,60,63,0.34,B,5.64
116-04737,2/24/2019 21:00,60.74,61,63,0.3,B,0.26
116-04737,2/24/2019 22:00,47.06,60,63,0.39,A,12.94
116-04737,2/24/2019 23:00,58.02,58,63,0.32,B,-0.02
116-04738,2/24/2019 0:00,56.24,53,61,1.18,A,-3.24
116-04738,2/24/2019 1:00,51.32,55,61,1.29,B,3.68
116-04738,2/24/2019 2:00,53.52,48,61,1.24,A,-5.52
116-04738,2/24/2019 3:00,56.18,54,61,1.18,B,-2.18
116-04738,2/24/2019 4:00,53.01,52,61,1.25,B,-1.01
116-04738,2/24/2019 5:00,58.68,57,61,1.13,B,-1.68
116-04738,2/24/2019 6:00,48.38,59,61,1.37,C,10.62
116-04738,2/24/2019 7:00,27.54,59,61,2.41,C,31.46
116-04738,2/24/2019 8:00,35.63,61,61,1.86,C,25.37
116-04738,2/24/2019 9:00,59.13,60,61,1.12,C,0.87
116-04738,2/24/2019 10:00,60.48,58,61,1.1,C,-2.48
116-04738,2/24/2019 11:00,60.66,58,61,1.09,C,-2.66
116-04738,2/24/2019 12:00,58.11,57,61,1.14,C,-1.11
116-04738,2/24/2019 13:00,57.37,59,61,1.16,C,1.63
116-04738,2/24/2019 14:00,60.5,59,61,1.1,C,-1.5
116-04738,2/24/2019 15:00,60.41,60,61,1.1,C,-0.41
116-04738,2/24/2019 16:00,58.04,60,61,1.14,B,1.96
116-04738,2/24/2019 17:00,60.54,60,61,1.1,C,-0.54
116-04738,2/24/2019 18:00,57.09,54,61,1.16,C,-3.09
116-04738,2/24/2019 19:00,53.73,54,61,1.23,C,0.27
116-04738,2/24/2019 20:00,49.93,44,61,1.33,B,-5.93
116-04738,2/24/2019 21:00,56.91,57,61,1.17,B,0.09
116-04738,2/24/2019 22:00,48.95,55,61,1.35,B,6.05
116-04738,2/24/2019 23:00,54.89,54,61,1.21,B,-0.89
116-04742,2/24/2019 0:00,39.86,53,62,1.02,A,13.14
116-04742,2/24/2019 1:00,45.45,52,62,0.89,B,6.55
116-04742,2/24/2019 2:00,38.04,48,62,1.07,B,9.96
116-04742,2/24/2019 3:00,32.89,46,62,1.24,B,13.11
116-04742,2/24/2019 4:00,34.77,50,62,1.17,B,15.23
116-04742,2/24/2019 5:00,48.23,53,62,0.84,B,4.77
116-04742,2/24/2019 6:00,21.61,58,62,1.88,C,36.39
116-04742,2/24/2019 7:00,9.21,59,62,4.41,C,49.79
116-04742,2/24/2019 8:00,20.88,60,62,1.95,C,39.12
116-04742,2/24/2019 9:00,54.6,58,62,0.74,C,3.4
116-04742,2/24/2019 10:00,59.12,57,62,0.69,C,-2.12
116-04742,2/24/2019 11:00,61.59,57,62,0.66,C,-4.59
116-04742,2/24/2019 12:00,53.77,58,62,0.76,C,4.23
116-04742,2/24/2019 13:00,54.26,56,62,0.75,C,1.74
116-04742,2/24/2019 14:00,56.17,58,62,0.72,C,1.83
116-04742,2/24/2019 15:00,56.17,59,62,0.72,C,2.83
116-04742,2/24/2019 16:00,49.26,59,62,0.82,C,9.74
116-04742,2/24/2019 17:00,44.05,61,62,0.92,C,16.95
116-04742,2/24/2019 18:00,51.32,59,62,0.79,C,7.68
116-04742,2/24/2019 19:00,42.09,61,62,0.97,C,18.91
116-04742,2/24/2019 20:00,41.39,58,62,0.98,B,16.61
116-04742,2/24/2019 21:00,44.19,58,62,0.92,C,13.81
116-04742,2/24/2019 22:00,38.54,55,62,1.05,B,16.46
116-04742,2/24/2019 23:00,43.64,49,62,0.93,B,5.36
116-04740,2/24/2019 0:00,42.66,46,52,1.22,A,3.34
116-04740,2/24/2019 1:00,53.82,48,52,0.97,B,-5.82
116-04740,2/24/2019 2:00,46.8,46,52,1.11,B,-0.8
116-04740,2/24/2019 3:00,48.31,37,52,1.08,A,-11.31
116-04740,2/24/2019 4:00,49.23,49,52,1.06,B,-0.23
116-04740,2/24/2019 5:00,52.15,49,52,1,B,-3.15
116-04740,2/24/2019 6:00,49.18,47,52,1.06,C,-2.18
116-04740,2/24/2019 7:00,22.64,48,52,2.3,C,25.36
116-04740,2/24/2019 8:00,28.57,51,52,1.82,C,22.43
116-04740,2/24/2019 9:00,52.69,50,52,0.99,C,-2.69
116-04740,2/24/2019 10:00,55.52,49,52,0.94,C,-6.52
116-04740,2/24/2019 11:00,55.65,49,52,0.94,C,-6.65
116-04740,2/24/2019 12:00,56.28,50,52,0.93,C,-6.28
116-04740,2/24/2019 13:00,55.23,49,52,0.94,C,-6.23
116-04740,2/24/2019 14:00,58.59,50,52,0.89,C,-8.59
116-04740,2/24/2019 15:00,54.75,50,52,0.95,C,-4.75
116-04740,2/24/2019 16:00,51.38,51,52,1.01,B,-0.38
116-04740,2/24/2019 17:00,54.85,51,52,0.95,C,-3.85
116-04740,2/24/2019 18:00,50.88,52,52,1.02,C,1.12
116-04740,2/24/2019 19:00,51.51,51,52,1.01,C,-0.51
116-04740,2/24/2019 20:00,45.47,49,52,1.15,B,3.53
116-04740,2/24/2019 21:00,50.66,50,52,1.03,C,-0.66
116-04740,2/24/2019 22:00,46.74,48,52,1.11,B,1.26
116-04740,2/24/2019 23:00,52.1,46,52,1,B,-6.1
116-04741,2/24/2019 0:00,46.86,53,60,2.58,B,6.14
116-04741,2/24/2019 1:00,48.22,53,60,2.51,B,4.78
116-04741,2/24/2019 2:00,44.11,52,60,2.75,B,7.89
116-04741,2/24/2019 3:00,40.52,49,60,2.99,B,8.48
116-04741,2/24/2019 4:00,40.4,52,60,3,B,11.6
116-04741,2/24/2019 5:00,51.68,54,60,2.34,B,2.32
116-04741,2/24/2019 6:00,28.18,54,60,4.3,C,25.82
116-04741,2/24/2019 7:00,10.1,55,60,11.99,C,44.9
116-04741,2/24/2019 8:00,17.24,58,60,7.02,C,40.76
116-04741,2/24/2019 9:00,53.72,57,60,2.25,C,3.28
116-04741,2/24/2019 10:00,61.17,54,60,1.98,C,-7.17
116-04741,2/24/2019 11:00,62.29,55,60,1.94,C,-7.29
116-04741,2/24/2019 12:00,57.8,56,60,2.09,C,-1.8
116-04741,2/24/2019 13:00,55.01,55,60,2.2,C,-0.01
116-04741,2/24/2019 14:00,60.45,55,60,2,C,-5.45
116-04741,2/24/2019 15:00,59.4,57,60,2.04,C,-2.4
116-04741,2/24/2019 16:00,51.67,58,60,2.34,C,6.33
116-04741,2/24/2019 17:00,54.63,58,60,2.22,C,3.37
116-04741,2/24/2019 18:00,53.54,55,60,2.26,C,1.46
116-04741,2/24/2019 19:00,49.37,59,60,2.45,C,9.63
116-04741,2/24/2019 20:00,44.35,54,60,2.73,B,9.65
116-04741,2/24/2019 21:00,47.57,53,60,2.55,C,5.43
116-04741,2/24/2019 22:00,47.09,54,60,2.57,B,6.91
116-04741,2/24/2019 23:00,52.04,51,60,2.33,B,-1.04
116P04742,2/24/2019 0:00,56.33,54,68,0.19,B,-2.33
116P04742,2/24/2019 1:00,50.18,52,68,0.22,B,1.82
116P04742,2/24/2019 2:00,53.86,50,68,0.2,B,-3.86
116P04742,2/24/2019 3:00,44.47,56,68,0.24,A,11.53
116P04742,2/24/2019 4:00,58.82,57,68,0.18,B,-1.82
116P04742,2/24/2019 5:00,55.59,59,68,0.19,B,3.41
116P04742,2/24/2019 6:00,59.3,62,68,0.18,C,2.7
116P04742,2/24/2019 7:00,65.85,66,68,0.16,B,0.15
116P04742,2/24/2019 8:00,62.19,67,68,0.17,C,4.81
116P04742,2/24/2019 9:00,66.8,67,68,0.16,C,0.2
116P04742,2/24/2019 10:00,63.58,66,68,0.17,C,2.42
116P04742,2/24/2019 11:00,61.38,63,68,0.18,C,1.62
116P04742,2/24/2019 12:00,60.91,63,68,0.18,C,2.09
116P04742,2/24/2019 13:00,61.45,58,68,0.18,C,-3.45
116P04742,2/24/2019 14:00,56.92,62,68,0.19,C,5.08
116P04742,2/24/2019 15:00,58.95,61,68,0.18,C,2.05
116P04742,2/24/2019 16:00,60.55,62,68,0.18,C,1.45
116P04742,2/24/2019 17:00,60.12,62,68,0.18,C,1.88
116P04742,2/24/2019 18:00,54.26,61,68,0.2,C,6.74
116P04742,2/24/2019 19:00,46.51,63,68,0.23,C,16.49
116P04742,2/24/2019 20:00,55.17,61,68,0.2,C,5.83
116P04742,2/24/2019 21:00,61.08,61,68,0.18,B,-0.08
116P04742,2/24/2019 22:00,51.69,62,68,0.21,B,10.31
116P04742,2/24/2019 23:00,51.91,59,68,0.21,B,7.09
116P04741,2/24/2019 0:00,47.36,46,53,0.44,B,-1.36
116P04741,2/24/2019 1:00,45.44,43,53,0.46,A,-2.44
116P04741,2/24/2019 2:00,44.99,42,53,0.46,B,-2.99
116P04741,2/24/2019 3:00,48.42,43,53,0.43,A,-5.42
116P04741,2/24/2019 4:00,50.01,46,53,0.42,B,-4.01
116P04741,2/24/2019 5:00,50.92,44,53,0.41,B,-6.92
116P04741,2/24/2019 6:00,52.15,50,53,0.4,B,-2.15
116P04741,2/24/2019 7:00,53.5,50,53,0.39,C,-3.5
116P04741,2/24/2019 8:00,53.75,52,53,0.39,C,-1.75
116P04741,2/24/2019 9:00,54.93,53,53,0.38,C,-1.93
116P04741,2/24/2019 10:00,54.31,53,53,0.38,C,-1.31
116P04741,2/24/2019 11:00,53.07,51,53,0.39,C,-2.07
116P04741,2/24/2019 12:00,54.51,50,53,0.38,C,-4.51
116P04741,2/24/2019 13:00,54.37,46,53,0.38,C,-8.37
116P04741,2/24/2019 14:00,51.35,48,53,0.41,C,-3.35
116P04741,2/24/2019 15:00,52.25,45,53,0.4,C,-7.25
116P04741,2/24/2019 16:00,52.81,50,53,0.39,C,-2.81
116P04741,2/24/2019 17:00,51.75,43,53,0.4,C,-8.75
116P04741,2/24/2019 18:00,48.74,51,53,0.43,C,2.26
116P04741,2/24/2019 19:00,49.47,51,53,0.42,C,1.53
116P04741,2/24/2019 20:00,50.36,50,53,0.41,C,-0.36
116P04741,2/24/2019 21:00,52.04,50,53,0.4,C,-2.04
116P04741,2/24/2019 22:00,49.59,47,53,0.42,B,-2.59
116P04741,2/24/2019 23:00,46.9,46,53,0.44,B,-0.9
116P04740,2/24/2019 0:00,52.75,53,57,0.47,B,0.25
116P04740,2/24/2019 1:00,48.3,48,57,0.52,B,-0.3
116P04740,2/24/2019 2:00,54.76,51,57,0.45,B,-3.76
116P04740,2/24/2019 3:00,51.74,42,57,0.48,A,-9.74
116P04740,2/24/2019 4:00,53.1,50,57,0.47,B,-3.1
116P04740,2/24/2019 5:00,53.21,51,57,0.47,B,-2.21
116P04740,2/24/2019 6:00,57.41,55,57,0.43,B,-2.41
116P04740,2/24/2019 7:00,58.48,57,57,0.43,B,-1.48
116P04740,2/24/2019 8:00,59.27,59,57,0.42,C,-0.27
116P04740,2/24/2019 9:00,60.63,59,57,0.41,C,-1.63
116P04740,2/24/2019 10:00,58.16,58,57,0.43,C,-0.16
116P04740,2/24/2019 11:00,58.84,56,57,0.42,C,-2.84
116P04740,2/24/2019 12:00,59.73,55,57,0.42,C,-4.73
116P04740,2/24/2019 13:00,57.93,53,57,0.43,C,-4.93
116P04740,2/24/2019 14:00,56.99,55,57,0.44,C,-1.99
116P04740,2/24/2019 15:00,56.72,54,57,0.44,C,-2.72
116P04740,2/24/2019 16:00,56.47,54,57,0.44,C,-2.47
116P04740,2/24/2019 17:00,57.76,54,57,0.43,C,-3.76
116P04740,2/24/2019 18:00,50.87,57,57,0.49,C,6.13
116P04740,2/24/2019 19:00,51.35,54,57,0.48,C,2.65
116P04740,2/24/2019 20:00,53.52,54,57,0.47,C,0.48
116P04740,2/24/2019 21:00,57.38,54,57,0.43,B,-3.38
116P04740,2/24/2019 22:00,53.15,45,57,0.47,B,-8.15
116P04740,2/24/2019 23:00,47.73,28,57,0.52,B,-19.73
116N04718,2/24/2019 0:00,61.35,61,70,0.45,A,-0.35
116N04718,2/24/2019 1:00,58,58,70,0.48,A,0.0
116N04718,2/24/2019 2:00,57.24,57,70,0.49,A,-0.24
116N04718,2/24/2019 3:00,58.26,53,70,0.48,B,-5.26
116N04718,2/24/2019 4:00,58.65,58,70,0.47,A,-0.65
116N04718,2/24/2019 5:00,54.08,63,70,0.51,B,8.92
116N04718,2/24/2019 6:00,59.13,66,70,0.47,B,6.87
116N04718,2/24/2019 7:00,68.47,68,70,0.41,C,-0.47
116N04718,2/24/2019 8:00,65.25,67,70,0.43,B,1.75
116N04718,2/24/2019 9:00,63.81,68,70,0.44,B,4.19
116N04718,2/24/2019 10:00,62.26,68,70,0.45,C,5.74
116N04718,2/24/2019 11:00,65.17,70,70,0.43,C,4.83
116N04718,2/24/2019 12:00,65.26,70,70,0.43,C,4.74
116N04718,2/24/2019 13:00,63.68,69,70,0.44,B,5.32
116N04718,2/24/2019 14:00,63.95,69,70,0.44,C,5.05
116N04718,2/24/2019 15:00,63.29,70,70,0.44,C,6.71
116N04718,2/24/2019 16:00,64.49,67,70,0.43,B,2.51
116N04718,2/24/2019 17:00,61.58,70,70,0.45,A,8.42
116N04718,2/24/2019 18:00,59.81,69,70,0.47,B,9.19
116N04718,2/24/2019 19:00,63.49,69,70,0.44,B,5.51
116N04718,2/24/2019 20:00,62.05,67,70,0.45,B,4.95
116N04718,2/24/2019 21:00,57.31,68,70,0.49,B,10.69
116N04718,2/24/2019 22:00,64.76,67,70,0.43,A,2.24
116N04718,2/24/2019 23:00,58.77,62,70,0.47,B,3.23
116N04719,2/24/2019 0:00,54.42,59,70,0.39,A,4.58
116N04719,2/24/2019 1:00,49,54,70,0.43,A,5.0
116N04719,2/24/2019 2:00,55.58,54,70,0.38,A,-1.58
116N04719,2/24/2019 3:00,57.85,49,70,0.36,A,-8.85
116N04719,2/24/2019 4:00,51.46,63,70,0.41,A,11.54
116N04719,2/24/2019 5:00,52.67,55,70,0.4,B,2.33
116N04719,2/24/2019 6:00,60.46,64,70,0.35,B,3.54
116N04719,2/24/2019 7:00,65.14,66,70,0.32,C,0.86
116N04719,2/24/2019 8:00,65.48,66,70,0.32,B,0.52
116N04719,2/24/2019 9:00,60.85,67,70,0.34,C,6.15
116N04719,2/24/2019 10:00,60.31,68,70,0.35,C,7.69
116N04719,2/24/2019 11:00,62.11,70,70,0.34,C,7.89
116N04719,2/24/2019 12:00,63.58,69,70,0.33,C,5.42
116N04719,2/24/2019 13:00,64.12,69,70,0.33,B,4.88
116N04719,2/24/2019 14:00,63.54,69,70,0.33,C,5.46
116N04719,2/24/2019 15:00,59.8,70,70,0.35,C,10.2
116N04719,2/24/2019 16:00,63.43,70,70,0.33,B,6.57
116N04719,2/24/2019 17:00,59.46,70,70,0.35,B,10.54
116N04719,2/24/2019 18:00,60.39,70,70,0.35,B,9.61
116N04719,2/24/2019 19:00,62.65,69,70,0.34,B,6.35
116N04719,2/24/2019 20:00,61.18,68,70,0.34,B,6.82
116N04719,2/24/2019 21:00,57.64,67,70,0.36,B,9.36
116N04719,2/24/2019 22:00,55.48,66,70,0.38,A,10.52
116N04719,2/24/2019 23:00,56.24,64,70,0.37,B,7.76
116N04716,2/24/2019 0:00,53.41,60,67,0.68,B,6.59
116N04716,2/24/2019 1:00,52,56,67,0.69,A,4.0
116N04716,2/24/2019 2:00,54.92,55,67,0.66,A,0.08
116N04716,2/24/2019 3:00,52.38,56,67,0.69,B,3.62
116N04716,2/24/2019 4:00,55.56,54,67,0.65,B,-1.56
116N04716,2/24/2019 5:00,47.38,59,67,0.76,A,11.62
116N04716,2/24/2019 6:00,53.98,60,67,0.67,B,6.02
116N04716,2/24/2019 7:00,62.02,63,67,0.58,B,0.98
116N04716,2/24/2019 8:00,63.99,64,67,0.56,B,0.01
116N04716,2/24/2019 9:00,55.74,64,67,0.65,C,8.26
116N04716,2/24/2019 10:00,56.07,63,67,0.64,C,6.93
116N04716,2/24/2019 11:00,61.09,64,67,0.59,C,2.91
116N04716,2/24/2019 12:00,62.35,65,67,0.58,C,2.65
116N04716,2/24/2019 13:00,59.12,64,67,0.61,B,4.88
116N04716,2/24/2019 14:00,59.17,65,67,0.61,C,5.83
116N04716,2/24/2019 15:00,55.76,66,67,0.65,C,10.24
116N04716,2/24/2019 16:00,58.94,65,67,0.61,C,6.06
116N04716,2/24/2019 17:00,57.78,65,67,0.62,B,7.22
116N04716,2/24/2019 18:00,56.84,62,67,0.64,C,5.16
116N04716,2/24/2019 19:00,58.5,62,67,0.62,B,3.5
116N04716,2/24/2019 20:00,58.24,64,67,0.62,B,5.76
116N04716,2/24/2019 21:00,57.58,63,67,0.63,B,5.42
116N04716,2/24/2019 22:00,58.81,62,67,0.61,B,3.19
116N04716,2/24/2019 23:00,54.71,61,67,0.66,B,6.29
116N04717,2/24/2019 0:00,54.14,62,70,0.44,A,7.86
116N04717,2/24/2019 1:00,60,60,70,0.4,A,0.0
116N04717,2/24/2019 2:00,57.54,60,70,0.42,A,2.46
116N04717,2/24/2019 3:00,60.3,56,70,0.4,B,-4.3
116N04717,2/24/2019 4:00,61.71,58,70,0.39,A,-3.71
116N04717,2/24/2019 5:00,53.74,63,70,0.45,B,9.26
116N04717,2/24/2019 6:00,61.77,65,70,0.39,B,3.23
116N04717,2/24/2019 7:00,65.85,67,70,0.36,C,1.15
116N04717,2/24/2019 8:00,67.17,67,70,0.36,B,-0.17
116N04717,2/24/2019 9:00,61.93,68,70,0.39,C,6.07
116N04717,2/24/2019 10:00,61.02,67,70,0.39,C,5.98
116N04717,2/24/2019 11:00,64.11,67,70,0.37,C,2.89
116N04717,2/24/2019 12:00,66.8,68,70,0.36,C,1.2
116N04717,2/24/2019 13:00,62.22,68,70,0.38,B,5.78
116N04717,2/24/2019 14:00,65.46,68,70,0.37,C,2.54
116N04717,2/24/2019 15:00,63.04,68,70,0.38,C,4.96
116N04717,2/24/2019 16:00,66.92,68,70,0.36,C,1.08
